smiles,A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,cv,u0_atom
C1COC(=N1)CCO,6.40596,1.0386,0.91398,1.2233,65.68,-0.2416,0.0306,1237.5436,0.142608,-401.014065,28.734,-1609.390530061
CCCC1CC=CC1,5.53708,0.9879,0.88317,0.1523,83.34,-0.2333,0.0315,1374.3732,0.201066,-313.092791,32.447,-2080.062440637
CCCC1CN=CO1,5.49952,1.07034,0.97729,1.8693,71.77,-0.2453,0.0262,1240.4698,0.166488,-365.087734,29.554,-1791.9517234311
CCOC1CC=CC1,5.7289,1.08275,0.96461,0.8869,77.02,-0.2371,0.0277,1256.9452,0.177026,-349.013268,30.901,-1893.827809581
CCOC1CN=CO1,5.4731,1.19459,1.09791,2.3203,65.45,-0.2565,0.0229,1115.3633,0.14254,-401.014859,27.937,-1609.8887722071
COCC1CC=CC1,4.749,1.15239,1.05165,0.8889,76.62,-0.2331,0.0317,1193.6255,0.177553,-349.006924,30.522,-1889.8468924851
COCC1CN=CO1,5.63806,1.14769,1.03926,2.1748,64.89,-0.2482,0.0237,1139.8806,0.142644,-400.998887,27.814,-1599.8661984591
OCCC1CC=CC1,5.71427,0.98723,0.88207,1.3192,76.1,-0.2354,0.0295,1309.7737,0.177715,-349.012732,31.159,-1893.4914647571
OCCC1CN=CO1,5.71394,1.06977,0.97422,2.2886,64.58,-0.248,0.024,1179.2053,0.143008,-401.00741,28.32,-1605.2144576661
CCCC1CCC=C1,5.52849,0.97673,0.8798,0.1431,84.42,-0.2336,0.0293,1391.9968,0.201133,-313.092717,32.49,-2080.016004971
CCCC1COC=N1,5.64281,1.04011,0.9483,1.3759,72.25,-0.2465,0.0231,1264.3111,0.166546,-365.085284,29.558,-1790.4143263811
CCCC1OCC=C1,5.35492,1.06733,0.96461,1.3755,77.58,-0.2294,0.0187,1274.0221,0.176952,-349.014953,30.941,-1894.885162246
CCOC1CCC=C1,5.68078,1.07076,0.96255,0.9043,78.08,-0.2411,0.0224,1272.629,0.177173,-349.013005,30.896,-1893.6627747141
CCOC1OCC=C1,5.31667,1.18435,1.07864,0.808,70.59,-0.2512,0.0106,1151.0107,0.153333,-384.942053,29.197,-1712.806523297
COCC1CCC=C1,5.68958,1.05774,0.94257,0.9959,77.84,-0.2344,0.0295,1278.9402,0.177497,-349.007053,30.628,-1889.927841146
COCC1COC=N1,5.42053,1.2033,1.09018,1.1952,64.9,-0.242,0.0197,1094.4371,0.142929,-400.996156,27.758,-1598.15247138
COCC1OCC=C1,5.73058,1.1163,1.00225,1.1721,70.76,-0.2324,0.0175,1194.4932,0.153279,-384.926783,29.136,-1703.224460867
OCCC1CCC=C1,5.71222,0.97525,0.87807,1.3171,77.05,-0.2362,0.0268,1327.7143,0.177739,-349.012517,31.211,-1893.356550322
OCCC1COC=N1,5.84004,1.03096,0.94047,1.7098,64.72,-0.2498,0.018,1206.6723,0.143231,-401.005453,28.296,-1603.986422553
OCCC1OCC=C1,5.54483,1.068,0.9629,0.995,70.17,-0.2326,0.0169,1211.3775,0.153498,-384.934958,29.71,-1708.354346942
CCCC1CCCC1,5.20171,0.93739,0.84103,0.0794,85.35,-0.2977,0.0832,1470.3482,0.224911,-314.299918,34.064,-2209.693877366
CCCC1CCCO1,5.36447,1.00087,0.90072,1.4664,78.96,-0.2374,0.0872,1371.0478,0.201001,-350.224637,32.46,-2026.121139488
CCCC1CCOC1,5.51502,0.95078,0.85595,1.7353,78.32,-0.2375,0.0823,1407.4229,0.200971,-350.219236,32.426,-2022.7319633791
CCCC1COCO1,5.59744,1.0092,0.92002,1.2906,71.25,-0.2516,0.0881,1309.0472,0.177385,-386.146406,30.657,-1840.6972500601
CCCC1OCCO1,5.7303,1.03154,0.92566,1.0283,71.97,-0.2524,0.0911,1308.9181,0.177132,-386.150315,30.774,-1843.150182741
CCOC1CCCC1,4.21227,1.14245,1.07149,0.8984,78.74,-0.2425,0.0841,1241.0349,0.201055,-350.220958,32.383,-2023.812533877
CCOC1CCCO1,4.71089,1.17619,1.08891,0.5775,71.63,-0.2575,0.0894,1184.896,0.177681,-386.153895,30.567,-1845.396664961
CCOC1CCOC1,4.4601,1.15134,1.08355,1.7659,71.85,-0.2421,0.0846,1190.5423,0.177122,-386.139264,30.73,-1836.2155807821
COCC1CCCC1,5.29782,1.01366,0.9012,0.8959,78.97,-0.2498,0.0858,1353.4377,0.201259,-350.213891,32.21,-2019.377927774
COCC1CCCO1,5.04969,1.0976,1.00197,1.2517,71.79,-0.244,0.0838,1234.9048,0.177496,-386.136409,30.572,-1834.4240425871
COCC1CCOC1,4.83138,1.11383,1.0217,1.6772,71.68,-0.2479,0.0839,1218.0548,0.177909,-386.133303,30.289,-1832.4749996331
COCC1COCO1,5.26886,1.12512,1.03338,0.8372,64.61,-0.2567,0.0849,1172.424,0.15379,-422.059112,28.804,-1649.5862465651
COCC1OCCO1,3.62441,1.4811,1.43529,1.4451,64.09,-0.249,0.0804,981.1595,0.153688,-422.059341,28.792,-1649.7299461261
C1CCC(C1)CCO,5.33911,0.93804,0.84226,1.3794,78.06,-0.2609,0.0803,1400.8451,0.201616,-350.21991,32.76,-2023.1549044451
OCCC1CCCO1,5.5244,1.00072,0.89392,1.3663,71.42,-0.2493,0.0795,1310.1675,0.177834,-386.144456,31.102,-1839.47360751
OCCC1CCOC1,5.68656,0.94945,0.85403,1.3584,71.09,-0.2398,0.0756,1341.6045,0.177566,-386.139147,31.15,-1836.142162229
OCCC1COCO1,5.80711,1.00812,0.9171,0.8498,64.06,-0.2546,0.0786,1245.6233,0.15396,-422.066371,29.405,-1654.1413343961
C1COC(O1)CCO,5.91732,1.0313,0.9223,2.1975,64.64,-0.254,0.0796,1245.7858,0.153754,-422.06961,29.503,-1656.1738360471
CC#CC1C(C)C1C,3.16698,1.18947,1.08627,0.2271,84.96,-0.2227,0.0568,1238.4522,0.174815,-311.844639,34.837,-1924.687447183
CC#CC1C(C)C1O,3.35545,1.22341,1.13431,1.5562,77.72,-0.2342,0.0451,1165.4139,0.151188,-347.769011,33.517,-1740.896963682
CC#CC1C(C)N1C,3.38424,1.20115,1.10865,1.6528,81.71,-0.2125,0.0435,1199.5028,0.162864,-327.876211,33.968,-1795.8949899871
CC#CC1C(O)C1O,3.61787,1.22103,1.16637,2.0181,70.53,-0.2263,0.0413,1111.2394,0.128238,-383.691571,31.497,-1555.9694338731
CC1C(C)C1CC#C,3.48825,1.27212,1.10554,0.8191,80.63,-0.2536,0.059,1160.7445,0.174985,-311.826973,34.703,-1913.601873189
CC1C(C)C1CC#N,3.48614,1.28461,1.11587,4.166,75.57,-0.2791,0.0396,1129.0615,0.164831,-327.936291,32.548,-1833.595730707
CC1C(C)N1CC#C,3.61043,1.35136,1.16732,1.6725,77.55,-0.2197,0.0504,1099.7331,0.162767,-327.858949,33.967,-1785.062929629
CC1C(C)N1CC#N,3.61114,1.35577,1.17014,4.7296,72.53,-0.2392,0.0297,1074.5636,0.152587,-343.967029,31.829,-1704.279931005
CC1C(CC#C)N1C,3.76741,1.29953,1.14413,1.4723,77.44,-0.2171,0.0535,1114.1976,0.162806,-327.858995,33.951,-1785.091795043
CC1C(CC#N)N1C,3.75372,1.31418,1.15621,4.4303,72.42,-0.2315,0.0334,1082.6346,0.152527,-343.967308,31.856,-1704.4550060161
CC1C(O)C1CC#C,3.77125,1.38957,1.23441,1.1813,73.38,-0.2523,0.051,1042.5418,0.151796,-347.752981,32.977,-1730.837994412
CC1C(O)C1CC#N,3.82602,1.24704,1.11388,5.466,68.79,-0.2666,0.0442,1098.6239,0.141195,-363.860645,31.205,-1649.793952044
OC1C(O)C1CC#C,3.72318,1.49868,1.32991,1.8464,65.73,-0.2424,0.0439,953.0182,0.128823,-383.678588,30.913,-1547.822484526
OC1C(O)C1CC#N,4.05353,1.22538,1.1126,6.0849,61.63,-0.2568,0.0319,1059.4118,0.11797,-399.782156,29.409,-1464.208165294
CC1C(C)C1CC=O,3.27522,1.25707,1.11231,2.7002,75.72,-0.2429,-0.0173,1159.0373,0.174813,-349.005448,33.5,-1888.9206892011
CC1C(C)C1NC=O,3.33573,1.4885,1.26694,3.5846,72.49,-0.2432,0.0281,1037.1152,0.164575,-365.079216,32.635,-1786.606601769
CC1C(C)C1OC=O,3.33712,1.34191,1.19009,3.8406,69.3,-0.271,0.0034,1083.281,0.151612,-384.951074,31.609,-1718.4672819861
CC1C(C)N1CC=O,3.44055,1.2285,1.08672,3.1025,72.7,-0.2294,-0.0204,1159.5052,0.162561,-365.040292,32.851,-1762.181441453
CC1C(CC=O)N1C,3.51398,1.26978,1.14581,2.5796,72.49,-0.2226,-0.0234,1118.4932,0.162727,-365.037357,32.737,-1760.339702538
CC1C(O)C1CC=O,3.59425,1.19612,1.08911,4.0207,68.83,-0.2405,-0.0146,1144.408,0.15108,-384.929392,32.218,-1704.8616318481
CC1C(O)C1NC=O,3.51626,1.32766,1.17881,3.671,66.89,-0.232,0.0328,1061.8754,0.141219,-401.002699,31.118,-1602.2582627671
CC1C(O)C1OC=N,3.57971,1.32387,1.20207,3.0952,67.24,-0.2422,0.0109,1066.6076,0.140116,-400.969129,31.259,-1581.1927856371
CC1C(O)C1OC=O,3.4301,1.40247,1.24906,3.2898,61.84,-0.2585,-0.0072,1007.8276,0.128049,-420.872861,30.253,-1533.0546877201
OC1C(O)C1CC=O,3.9121,1.22106,1.10344,4.7096,61.64,-0.2383,-0.0133,1078.1703,0.128195,-420.852638,30.377,-1520.3645732131
OC1C(O)C1NC=O,3.44847,1.7485,1.49581,2.7894,57.78,-0.2433,0.0048,862.1062,0.11905,-436.932799,28.124,-1422.0621508181
OC1C(O)C1OC=N,3.41736,1.78659,1.50366,2.9624,58.36,-0.2368,-0.0016,861.7983,0.118404,-436.898992,27.958,-1400.8479540551
OC1C(O)C1OC=O,3.62289,1.5043,1.38659,3.4742,54.52,-0.2602,-0.0006,910.2988,0.105336,-456.796506,28.034,-1348.8080051761
CC1C(C)C1CCO,3.22115,1.09605,0.98714,1.3331,78.56,-0.2591,0.078,1303.5571,0.198869,-350.191273,36.006,-2005.1849292121
CC1C(C)N1CCO,3.22531,1.26436,1.11536,3.214,75.81,-0.2275,0.0763,1180.1036,0.187485,-366.231676,34.529,-1881.934003995
CC1C(CCO)N1C,3.46738,1.10805,1.00939,0.6038,75.42,-0.213,0.0769,1262.151,0.186992,-366.223587,35.136,-1876.8580836941
CC1C(O)C1CCO,3.32612,1.43902,1.22996,3.274,71.45,-0.2358,0.0608,1071.2389,0.176284,-386.122679,33.774,-1825.8083440171
CCCC1C(C)C1C,3.16786,1.08993,0.9833,0.0594,85.77,-0.2559,0.0803,1368.1316,0.22227,-314.270934,37.283,-2191.50615651
CCCC1C(C)C1O,3.40317,1.09498,1.00865,1.304,78.71,-0.2433,0.0605,1309.8811,0.198709,-350.195553,35.939,-2007.8706677321
CCCC1C(C)N1C,3.33782,1.10348,0.99742,1.3558,82.48,-0.2097,0.0776,1331.3844,0.210321,-330.303491,36.446,-2063.3317956791
CCCC1C(O)C1O,3.55627,1.1222,1.04825,2.4129,71.13,-0.2332,0.045,1234.0633,0.175482,-386.119219,34.272,-1823.637162877
CCCN1C(C)C1C,3.24481,1.14742,1.02566,1.2245,82.8,-0.2103,0.0788,1308.9438,0.210123,-330.306524,36.57,-2065.235030476
CCOC1C(C)C1C,3.14339,1.26085,1.13463,0.9259,79.23,-0.2321,0.0806,1214.5068,0.198236,-350.191333,35.628,-2005.222579752
CCOC1C(C)C1O,3.38145,1.26332,1.16024,1.8956,72.05,-0.2258,0.0682,1161.4326,0.174855,-386.113758,34.067,-1820.2103362281
CCOC1C(O)C1O,3.43343,1.35316,1.25859,1.6028,64.41,-0.2288,0.0604,1062.2537,0.152046,-422.038155,32.028,-1636.4355404521
COCC1C(C)C1C,3.27722,1.19025,1.0639,0.94,79.43,-0.2469,0.0801,1252.7941,0.198524,-350.183655,35.454,-2000.40456565
COCC1C(C)C1O,3.53293,1.15706,1.05603,1.7685,72.44,-0.2433,0.0706,1227.0524,0.174967,-386.107272,34.094,-1816.1403128541
COCC1C(C)N1C,3.52717,1.20013,1.08613,2.2473,76.29,-0.2142,0.0768,1215.1661,0.186532,-366.215538,34.643,-1871.807263753
COCC1C(O)C1O,3.72997,1.15565,1.07071,2.3748,65.16,-0.2341,0.0505,1174.8336,0.151811,-422.029071,32.318,-1630.7352486961
OCCC1C(O)C1O,3.64845,1.12041,1.0483,2.0643,63.71,-0.2394,0.0538,1173.192,0.152293,-422.040679,32.946,-1638.0193731681
CC(=N)N1CCC1=O,3.32586,1.8942,1.23494,3.2045,68.99,-0.2552,-0.0174,951.9035,0.130628,-379.959143,28.4,-1562.998162182
CC(=O)C1CNC1=O,3.17492,1.85258,1.32515,2.5927,62.82,-0.25,-0.0224,915.9179,0.117809,-399.843005,28.257,-1502.3914604351
CC(=O)C1COC1=N,3.2459,1.83132,1.31684,1.9765,62.9,-0.258,-0.0273,919.6265,0.117767,-399.817439,27.737,-1486.348565341
CC(=O)C1COC1=O,3.2861,1.82748,1.31834,3.1469,58.3,-0.2661,-0.0375,902.9264,0.105766,-419.721632,26.695,-1438.4997490731
CC(=O)C1OCC1=O,3.14833,1.86552,1.34796,1.9295,59.7,-0.2528,-0.0528,900.7671,0.10398,-419.684596,27.464,-1415.2593257491
CC(=O)N1CCC1=N,3.31528,1.90161,1.2365,3.4306,69.11,-0.2491,-0.0143,951.6048,0.130379,-379.958123,28.607,-1562.358103002
CC(=O)N1CCC1=O,3.3523,1.89753,1.23993,2.0093,64.06,-0.2586,-0.0298,933.8659,0.118015,-399.861527,27.702,-1514.0141821331
C1CN(C1=O)C(=N)N,3.43891,1.95145,1.26772,0.5572,65.4,-0.2354,-0.0047,913.7218,0.12033,-396.02195,27.959,-1453.805948601
NC(=O)C1CCC1=O,3.23763,1.87782,1.275,1.7488,62.48,-0.2464,-0.0371,919.2016,0.11848,-399.846588,28.161,-1504.639825182
NC(=O)C1CNC1=O,3.3295,1.92185,1.30522,1.7759,58.54,-0.2499,0.0095,883.169,0.108207,-415.916086,27.25,-1399.64627432
NC(=O)C1COC1=N,3.41292,1.8864,1.29601,1.3345,58.96,-0.256,0.0042,888.401,0.108148,-415.891675,26.797,-1384.3281521211
NC(=O)C1COC1=O,3.44699,1.88855,1.30484,1.504,54.21,-0.2652,-0.0112,869.4807,0.096038,-435.794595,25.865,-1335.6805168961
NC(=O)C1NCC1=O,3.35217,1.86922,1.26392,2.5921,59.19,-0.2395,-0.0421,905.2494,0.106988,-415.878246,27.569,-1375.90133376
NC(=O)C1OCC1=O,3.27053,1.94282,1.3192,2.5941,55.73,-0.254,-0.0509,871.0273,0.094136,-435.75509,26.732,-1310.890773851
NC(=O)N1CCC1=N,3.45505,1.87388,1.24703,1.4876,64.93,-0.2506,-0.0041,925.854,0.120231,-396.018333,27.88,-1451.536248548
C1CN(C1=O)C(=O)N,3.49178,1.93599,1.26549,1.6357,59.98,-0.2629,-0.0131,897.059,0.107847,-415.930716,27.173,-1408.82673099
[O-]C(=O)C1CNC1=[NH2+],2.97536,1.41169,1.24184,1.1953,59.04,-0.1935,0.0466,1004.4209,0.105272,-415.883555,29.582,-1379.2327790411
CC(C)C1CCC1=O,3.0712,1.63036,1.13278,2.5805,75.68,-0.2366,-0.0175,1092.0589,0.175457,-349.025714,32.783,-1901.637786595
CC(C)C1CNC1=O,3.14685,1.66351,1.15705,3.4605,72.23,-0.2445,0.0362,1054.8408,0.164996,-365.095793,31.96,-1797.0088184621
CC(C)C1COC1=N,3.20516,1.64361,1.15544,2.4242,72.58,-0.2616,0.028,1058.2021,0.165054,-365.07177,31.425,-1781.9341697551
CC(C)C1COC1=O,3.24185,1.64342,1.15962,3.9538,67.56,-0.2703,0.0103,1038.9679,0.153056,-384.976592,30.397,-1734.480056648
CC(C)C1NCC1=O,3.09589,1.67046,1.15275,2.4038,72.44,-0.2418,-0.0245,1061.8015,0.164264,-365.064134,31.985,-1777.142511031
CC(C)C1OCC1=O,3.10704,1.70755,1.17643,0.9827,68.78,-0.2556,-0.0319,1033.0148,0.151583,-384.944551,31.085,-1714.374040779
CC(C)N1CCC1=O,3.06633,1.65224,1.36244,3.504,72.93,-0.2373,0.038,1007.2652,0.164926,-365.095266,31.523,-1796.678121219
CC(O)C1CCC1=O,3.11564,1.68257,1.41969,2.2439,67.96,-0.244,-0.024,960.7369,0.152436,-384.952759,31.171,-1719.5246346511
CC(O)C1CNC1=O,3.0769,1.77635,1.46071,2.4789,64.52,-0.2509,0.0262,919.759,0.142106,-401.023092,30.257,-1615.0550538041
CC(O)C1COC1=N,3.12385,1.7474,1.44654,1.6882,64.99,-0.2675,0.0206,926.0506,0.141994,-400.99931,29.843,-1600.131634766
CC(O)C1COC1=O,3.13472,1.77026,1.45379,3.2256,60.08,-0.2754,0.0042,906.1221,0.129938,-420.90327,28.872,-1552.1366089011
CC(O)C1NCC1=O,3.10274,1.7002,1.43661,2.6625,64.59,-0.2402,-0.0306,940.7194,0.140636,-400.987335,30.697,-1592.617214491
CC(O)C1OCC1=O,3.35835,1.59795,1.37094,1.5308,61.01,-0.2577,-0.0391,937.6239,0.128295,-420.868197,29.599,-1530.1279857441
CN(C)C1CNC1=O,3.11973,1.69253,1.4256,2.8654,68.79,-0.204,0.0319,956.6012,0.15364,-381.122159,30.932,-1664.949549412
CN(C)C1COC1=N,3.19086,1.66798,1.42234,1.8104,69.08,-0.217,0.0223,959.5129,0.15367,-381.098293,30.405,-1649.973419618
CN(C)C1COC1=O,3.23132,1.66049,1.42604,3.4165,64.24,-0.2214,0.005,943.3889,0.141648,-401.002689,29.406,-1602.251987677
CC(C)C1CCC1C,2.941,1.51036,1.16422,0.062,84.91,-0.2777,0.0785,1165.303,0.222938,-314.27398,36.225,-2193.417548924
CC(C)C1CCC1O,3.04914,1.56636,1.19266,1.3809,78.22,-0.2543,0.0718,1106.3264,0.199288,-350.200411,35.041,-2010.919106454
CC(C)C1COC1C,3.00175,1.54994,1.15578,1.7994,77.55,-0.2394,0.074,1124.1048,0.199071,-350.197491,34.554,-2009.0867801741
CC(C)C1OCC1C,2.93873,1.61664,1.19601,1.6707,78.04,-0.2395,0.0785,1107.7361,0.199096,-350.198553,34.547,-2009.753194732
CC(C)C1OCC1O,2.92377,1.7399,1.22526,2.4233,71.24,-0.2438,0.0595,1043.4864,0.175412,-386.123505,33.414,-1826.3266664511
CC(O)C1CCC1C,3.01137,1.55719,1.17374,1.4101,77.81,-0.2543,0.07,1112.4107,0.199509,-350.200489,34.998,-2010.968052156
CC(O)C1CCC1O,3.16458,1.54341,1.20974,2.2083,71.19,-0.2484,0.0688,1063.6943,0.175715,-386.12433,33.888,-1826.844361376
CC(O)C1COC1C,3.03438,1.6282,1.17779,2.26,70.68,-0.241,0.0652,1064.0558,0.175479,-386.124,33.366,-1826.6372834061
CC(O)C1OCC1C,2.94358,1.69726,1.20855,1.0964,70.82,-0.2399,0.0669,1052.6786,0.175652,-386.124309,33.314,-1826.831183687
CC(O)C1OCC1O,2.99405,1.82321,1.25037,3.5128,63.85,-0.2398,0.0453,983.1794,0.152502,-422.051464,31.706,-1644.7870577331
CC(=O)C1CCC1O,3.11127,1.76625,1.38847,3.3254,67.97,-0.2475,-0.0247,956.7142,0.153033,-384.953104,30.508,-1719.7411252561
CC(=O)C1NCC1O,3.27135,1.69014,1.39234,3.0497,64.76,-0.2319,-0.0117,943.3952,0.140854,-400.985589,30.353,-1591.521583777
CC(=O)C1OCC1O,3.19934,1.87403,1.37896,2.2103,60.82,-0.2452,-0.0394,912.3143,0.129018,-420.868842,28.856,-1530.532729049
CC1CCC1C(C)=O,3.14831,1.56067,1.38791,2.5998,75.04,-0.2379,-0.0108,1020.2333,0.175666,-349.022477,32.566,-1899.606539962
CC1CCC1C(N)=O,3.21839,1.58614,1.41397,3.4196,71.43,-0.2411,0.0289,983.3138,0.165339,-365.094499,32.272,-1796.1968218161
CC1CCN1C(C)=O,3.17988,1.72943,1.21597,3.6559,73.3,-0.232,0.0326,1034.0993,0.16443,-365.092339,31.691,-1794.841402376
CC1CCN1C(N)=O,3.26181,1.74872,1.23524,3.5004,69.3,-0.2334,0.0548,999.1352,0.154542,-381.155192,30.925,-1685.678054209
CC1C[NH2+]C1C([O-])=O,3.15856,1.77193,1.44993,5.0543,63.63,-0.2465,0.0156,914.1425,0.143321,-401.01931,28.513,-1612.6818147661
CC1COC1C(C)=O,2.96569,1.76217,1.44061,3.5664,67.67,-0.2344,-0.0197,956.205,0.151701,-384.939611,30.888,-1711.2741463191
CC1COC1C(N)=O,3.0008,1.88637,1.43211,2.6686,63.71,-0.2349,0.0274,913.2487,0.142037,-401.019483,30.15,-1612.7903738231
CC1[NH2+]CC1C([O-])=O,3.00941,1.83101,1.54953,5.4656,64.35,-0.2553,0.0175,892.0431,0.143549,-401.016892,28.369,-1611.164498004
CC1OCC1C(C)=O,3.17141,1.63982,1.40545,3.2615,67.88,-0.2469,-0.0225,969.5336,0.151817,-384.944754,30.832,-1714.501425106
CC1OCC1C(N)=O,3.26795,1.64852,1.43828,4.4321,64.35,-0.244,0.0172,933.4401,0.141588,-401.017118,30.508,-1611.3063150381
CN1CCC1C(C)=O,3.12878,1.71144,1.19925,2.7354,72.48,-0.2172,-0.0096,1035.305,0.163701,-365.05803,31.687,-1773.312196095
CN1CCC1C(N)=O,3.31159,1.58175,1.31205,3.5624,68.99,-0.2238,0.0333,994.7132,0.154172,-381.134961,30.906,-1672.98291963
C[NH+]1CCC1C([O-])=O,3.34544,1.61301,1.3395,5.0314,64.97,-0.2446,0.0136,964.818,0.142662,-401.014906,28.534,-1609.91826513
NC(=O)C1CCC1O,3.13996,1.80862,1.43909,4.3087,64.51,-0.2467,0.0165,913.1712,0.14286,-401.026133,30.066,-1616.963308673
NC(=O)C1NCC1O,3.40815,1.77915,1.28773,2.6611,61.15,-0.2297,0.0278,927.7788,0.131915,-417.057765,28.968,-1488.208502017
NC(=O)C1OCC1O,3.01238,2.01082,1.36305,5.7577,57.67,-0.2353,0.0251,884.4145,0.118462,-436.933805,28.676,-1422.693424872
[NH3+]C1CCC1C([O-])=O,2.87838,2.01008,1.33937,5.8298,63.95,-0.2496,0.0231,921.8418,0.143589,-401.02319,28.773,-1615.1165496861
NC1C[NH2+]C1C([O-])=O,3.1854,1.81035,1.47426,4.3459,60.25,-0.2446,0.0118,884.048,0.132535,-417.065068,28.007,-1492.791200244
[NH3+]C1COC1C([O-])=O,3.01478,2.02011,1.34903,6.6065,57.13,-0.2476,0.0135,885.2049,0.119503,-436.936199,27.244,-1424.1956814181
OC1C[NH2+]C1C([O-])=O,3.15242,1.97206,1.46783,4.7926,56.59,-0.2519,0.0088,853.4386,0.119698,-436.945241,27.06,-1429.8696177961
CC(C#C)C1CC1C,2.76038,1.57462,1.13765,0.6065,80.72,-0.2555,0.0562,1119.5846,0.174845,-311.829111,34.73,-1914.943487431
CC(C#C)C1CC1O,2.76379,1.73494,1.19704,1.2618,73.45,-0.2562,0.0496,1034.7253,0.15158,-347.753542,33.137,-1731.190026961
CC(C#C)C1CN1C,2.8651,1.64139,1.16956,1.3126,77.56,-0.2254,0.05,1073.1223,0.163085,-327.859954,33.71,-1785.6935761741
CC(C#C)C1OC1C,2.97163,1.49585,1.13976,1.2375,73.66,-0.259,0.0481,1094.039,0.150813,-347.756832,33.095,-1733.254531571
CC(C#C)N1CC1C,2.77445,1.74326,1.20337,1.3203,77.75,-0.2278,0.0492,1053.8251,0.162772,-327.862681,33.865,-1787.404793217
CC(C#N)C1CC1C,2.78353,1.58948,1.14584,3.9419,75.58,-0.2858,0.0374,1092.5433,0.164694,-327.938456,32.598,-1834.954287692
CC(C#N)C1CC1O,2.96114,1.5612,1.17797,5.2644,68.7,-0.2721,0.0441,1040.8687,0.1412,-363.860652,31.253,-1649.798344607
CC(C#N)C1CN1C,2.88987,1.65779,1.17681,4.1354,72.44,-0.2397,0.0305,1047.0084,0.152856,-343.968194,31.616,-1705.01097899
CC(C#N)C1NC1C,2.89816,1.53634,1.14117,3.5701,72.27,-0.2637,0.0371,1082.6172,0.153366,-343.982458,31.761,-1713.961767366
CC(C#N)C1OC1C,2.99536,1.50547,1.14554,2.4029,68.67,-0.2809,0.0278,1068.21,0.14049,-363.864689,31.059,-1652.33159844
CC(C#N)N1CC1C,2.79964,1.75636,1.21318,4.1913,72.65,-0.2467,0.0301,1028.0451,0.152546,-343.970808,31.786,-1706.651287516
CC1CC1C(N)C#N,2.74727,1.70802,1.28917,2.5569,71.89,-0.2669,0.025,1009.6481,0.15409,-343.978519,31.968,-1711.4900094151
CC1CC1C(O)C#C,3.7039,1.35049,1.09047,1.3592,74.22,-0.2613,0.0334,1110.7944,0.151274,-347.750664,33.504,-1729.384056059
CC1CC1C(O)C#N,3.6796,1.35809,1.09807,3.822,69.07,-0.2907,0.0135,1084.3106,0.140995,-363.857735,31.429,-1647.967900854
CC1NC1C(N)C#N,3.64951,1.35733,1.10034,5.4645,69.1,-0.2601,0.0223,1085.8102,0.14236,-360.02066,31.379,-1589.32969484
CC1NC1C(O)C#C,3.80433,1.34749,1.09365,2.2794,70.9,-0.2477,0.0299,1093.9732,0.139848,-363.793246,32.704,-1607.500472953
CC1NC1C(O)C#N,3.77575,1.35611,1.10209,4.3352,65.76,-0.2675,0.0094,1067.3968,0.129566,-379.899757,30.631,-1525.732912708
CC1OC1C(N)C#N,2.7937,1.8523,1.27023,4.5009,65.02,-0.2665,0.0194,966.8279,0.129668,-379.899487,30.489,-1525.5634852781
CC1OC1C(O)C#C,3.75519,1.3558,1.11393,1.3062,67.22,-0.2607,0.0221,1073.4431,0.127067,-383.675298,31.938,-1545.7579799161
CC1OC1C(O)C#N,3.75114,1.36311,1.12207,4.2141,62.1,-0.2829,0.0002,1047.101,0.116715,-399.780274,29.895,-1463.0271933561
CN1CC1C(N)C#N,3.70458,1.40115,1.12784,2.4662,69.9,-0.2407,0.0222,1058.781,0.142186,-360.010283,31.066,-1582.818033947
CN1CC1C(O)C#C,3.82363,1.39805,1.12189,1.1509,71.35,-0.2295,0.0268,1065.5355,0.139577,-363.781616,32.43,-1600.202543283
CN1CC1C(O)C#N,3.79671,1.40647,1.12971,2.8073,66.31,-0.2475,0.0062,1039.4634,0.129248,-379.887539,30.377,-1518.066007746
NC(C#N)C1CC1O,4.27054,1.32725,1.1565,1.37,65.35,-0.2406,0.0141,1022.4638,0.131318,-379.903646,29.782,-1528.173295209
OC(C#C)C1CC1O,4.35913,1.35014,1.16924,2.6798,66.57,-0.233,0.0177,1020.262,0.128566,-383.674691,31.328,-1545.3770819531
OC(C#N)C1CC1O,4.36889,1.34592,1.17143,1.6265,61.59,-0.2512,-0.0041,998.0361,0.118102,-399.779557,29.402,-1462.577269403
CC(C=O)C1CC1C,2.61588,1.63435,1.12977,2.6093,75.79,-0.2414,-0.017,1110.5698,0.174759,-349.007595,33.589,-1890.267951024
CC(C=O)C1CC1O,2.5939,1.94831,1.24914,3.0385,68.1,-0.2457,-0.0408,994.046,0.151914,-384.935365,31.459,-1708.609743105
CC(C=O)C1CN1C,2.75442,1.65659,1.1541,2.5356,72.55,-0.2306,-0.0239,1071.7604,0.162918,-365.038145,32.625,-1760.83417963
CC(C=O)C1NC1C,2.75807,1.52804,1.11282,2.9533,72.44,-0.2463,-0.0212,1112.2533,0.163415,-365.05055,32.736,-1768.618428775
CC(C=O)C1OC1C,2.85279,1.48839,1.11394,1.2857,68.83,-0.25,-0.0291,1100.0618,0.150585,-384.933444,32.027,-1707.4042983161
CC(C=O)N1CC1C,2.84583,1.61731,1.1627,2.5597,72.63,-0.238,-0.0219,1072.8814,0.162703,-365.042988,32.767,-1763.873205717
